timestamp,roll_joint.position,roll_joint.velocity
2219928938368,0.398338619190954,0.21089981769251
2219952023616,0.394730173753289,-0.049956180441149
2219969816288,0.386733559245055,-0.282990630027067
2219990003424,0.374401955664268,-0.504870701205494
2220010000864,0.357867154374853,-0.720342383665952
2220029992960,0.336797716656773,-0.941549898738289
2220049043904,0.31188050010326,-1.14826354708861
2220068877504,0.281939096215034,-1.38167589511266
2220088819872,0.247469071417285,-1.60589802791593
2220108498720,0.211704680109689,-1.72271416655414
2220129889920,0.17503495317123,-1.79636312708325
2220150528448,0.136350513009022,-1.89087306535582
2220169154752,0.0942538339819399,-2.03604949772552
2220188470560,0.0498151489209058,-2.15277453752909
2220213486080,0.0077604454022721,-2.11373667391395
2220229601120,-0.0324057186511124,-2.04490827422626
2220249171392,-0.072764281301528,-2.030585721063
2220269632928,-0.114364522004247,-2.0643142921648
2220289431008,-0.144568701089543,-2.04506004319948
2220308810400,-0.190347503960434,-1.86066982253809
2220328667264,-0.222531888957826,-1.69423786927062
2220348570176,-0.252290217425939,-1.55804099191829
2220368506080,-0.2732041879139,-1.45890411293792
2220388907840,-0.305061441022078,-1.31651078273559
2220408956288,-0.326560578741745,-1.15231351290595
2220429046464,-0.343444104591223,-0.944654515189455
2220449290592,-0.355558657942425,-0.717796110380592
2220469274592,-0.363044117170419,-0.488343776267019
2220491506400,-0.365999726637703,-0.261058924986377
2220510231296,-0.364568548029083,-0.0392410658621888
2220528886496,-0.358848327678945,0.177777193110817
2220554918656,-0.352010765609897,0.330634255535306
2220575675552,-0.33510739088792,0.593388831312345
2220589022912,-0.31690410227074,0.804365142065384
2220609523808,-0.295040007452002,0.996648028127966
2220629023584,-0.271025306023294,1.12510763708916
2220648626272,-0.245847198511197,1.21415201979083
2220668897248,-0.219049909862277,1.29867305979141
2220690414688,-0.190166617065769,1.39715384927158
2220709365280,-0.159274843076528,1.49707321387418
2220729496352,-0.125606286726014,1.62185006115929
2220748588256,-0.0908181416144194,1.694868258226
2220768873632,-0.0575413196154988,1.66978256032313
2220790125376,-0.0259020295977867,1.61123681285775
2220808342592,0.004997502246028,1.56840032445464
2220828367904,0.0358848128722086,1.55388035927409
2220853356480,0.0670975042746618,1.55856272702208
2220868905472,0.0896497382028703,1.53415722750935
2220889101376,0.124955738759508,1.42143037792644
2220911568032,0.149159068845356,1.27988928528037
2220928234016,0.170569571284437,1.14018294937929
2220949331904,0.185115371598263,1.03946682107399
2220968491136,0.205351109857986,0.869671279745294
2220994255872,0.218520825058057,0.727798256838711
2221008904608,0.226345845127266,0.610235070305819
2221032098816,0.233686065848351,0.446977462016847
2221055135264,0.237355298458045,0.270460022774121
2221069211840,0.236773806076554,0.0450816697410697
2221090586112,0.233826166586966,-0.0883925736997797
2221110075328,0.224916609273856,-0.290292732954678
2221128949024,0.21484512049878,-0.431429147349989
2221152802784,0.202490508142442,-0.556091067790785
2221171676192,0.187786613197626,-0.675347283565141
2221192619968,0.170997170535662,-0.785826576031125
2221209567328,0.157107389501958,-0.855460095609575
2221229656640,0.132533268199739,-0.959040172786979
2221249612192,0.110510628171243,-1.05481968988546
2221268340128,0.0860244984656553,-1.16780082974057
2221289404192,0.0602475981028605,-1.24547517906329
2221313978464,0.0411355769590375,-1.27127033371787
2221329480064,0.0100245861585369,-1.24501046265455
2221349715872,-0.0142185338361489,-1.22315919470153
2221369677152,-0.0381557123099997,-1.20571283160191
2221389992064,-0.0561618229767838,-1.19406594390229
2221418054336,-0.085649570116956,-1.18846135259714
2221441523520,-0.102908352008783,-1.16846038343077
2221454874624,-0.113434246545969,-1.13591314793635
2221476110272,-0.135091800738604,-1.09830435632779
2221493292096,-0.168010968525505,-0.91447622390249
2221518660480,-0.182592399672069,-0.790574037781963
2221531689568,-0.194727176402799,-0.667581856926809
2221551859232,-0.204398258647908,-0.544696621234921
