timestamp,ball_roll.position,roll_joint.position
13307865436928,-0.377580031889068,0.39626495036861
13307884630496,-0.372295620128631,0.396160743787988
13307902791072,-0.369351405060603,0.396078914002306
13307927573984,-0.362840331737596,0.39593163911343
13307946642496,-0.359271296197334,0.395535410677496
13307964906880,-0.351502713653227,0.394973837388572
13307983515616,-0.342894456926135,0.394387733889294
13308004972448,-0.338284350591694,0.393281440127719
13308024139904,-0.328407936949371,0.391339995693051
13308045338112,-0.323163117432244,0.389488620198688
13308064891200,-0.312019152069463,0.387267231760371
13308094884768,-0.300027738610404,0.384484082779616
13308111353376,-0.293689495980158,0.382075347200397
13308128870912,-0.280428834048588,0.378184968190495
13308145306080,-0.273459181232172,0.373120322393383
13308164591616,-0.258923096181881,0.366714192420928
13308188418784,-0.243647698891356,0.357009638610165
13308203846144,-0.236031610650697,0.350786408507652
13308225712576,-0.219274963760609,0.340497389665861
13308246383168,-0.210956828884862,0.325433967973884
13308265281504,-0.193740697062449,0.312266722179531
13308285346976,-0.184802898075861,0.297100217428017
13308306835264,-0.16672390064766,0.280642318816193
13308327040000,-0.147686835013038,0.261485113984574
13308349856608,-0.138262701157406,0.247351920937497
13308365758304,-0.119208772818774,0.227097410512981
13308383254304,-0.0995921270263511,0.200493554744174
13308404009312,-0.0898703573590072,0.179464891478799
13308425766848,-0.0701827577881975,0.157196235442748
13308443283904,-0.0603557413711771,0.139224579422567
13308464213152,-0.0406982682281718,0.108684842039922
13308485303360,-0.0213106297367079,0.0818606356983434
13308507350336,-0.0116838790195881,0.0535128411389146
13308523268896,0.0072286629806108,0.0251767967374985
13308548581824,0.0166036474344992,-0.0021084745692861
13308565637056,0.0348989145671789,-0.0286823697758294
13308585428256,0.0439560967091569,-0.0482866891858513
13308606506976,0.0615768875847622,-0.082648458045735
13308624976640,0.0785449619405649,-0.110137648429425
13308644448288,0.0867268133603916,-0.130839647939372
13308663474656,0.102690180813327,-0.164375628801871
13308684819296,0.117986914197835,-0.189923000243865
13308705485408,0.125340710085356,-0.212944321780026
13308725968224,0.139514204804314,-0.234531281397828
13308744892224,0.146395467672481,-0.255541874699088
13308765596096,0.15946038765347,-0.274928231018644
13308785818144,0.171887790109586,-0.292862249082481
13308805113152,0.177859991143246,-0.310128521114874
13308827144928,0.189349579293295,-0.325908749259002
13308847020192,0.200251017265773,-0.340045640562983
13308864952288,0.205505201549039,-0.351277480848501
13308885128320,0.215689262973308,-0.360825537534815
